year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
1964,AL,BAL,BAL11,1964-04-17,1964-10-03,82,69,1126449
1964,AL,BOS,BOS07,1964-04-17,1964-10-04,81,75,883279
1964,AL,CHA,CHI10,1964-04-14,1964-10-04,81,67,1249413
1964,NL,CHN,CHI11,1964-04-17,1964-09-27,81,70,751639
1964,NL,CIN,CIN07,1964-04-13,1964-10-04,82,71,863670
1964,AL,CLE,CLE07,1964-04-14,1964-09-27,82,65,653293
1964,AL,DET,DET04,1964-04-14,1964-09-27,82,66,815921
1964,NL,HOU,HOU01,1964-04-16,1964-09-27,81,79,726155
1964,AL,KC1,KAN05,1964-04-21,1964-09-27,81,70,635465
1964,AL,LAA,LOS03,1964-04-21,1964-09-27,81,72,760611
1964,NL,LAN,LOS03,1964-04-14,1964-10-04,81,77,2234498
1964,AL,MIN,MIN02,1964-04-22,1964-10-04,82,79,1207508
1964,NL,ML1,MIL05,1964-04-22,1964-10-04,81,73,912022
1964,AL,NYA,NYC16,1964-04-16,1964-10-04,81,67,1305638
1964,NL,NYN,NYC17,1964-04-17,1964-09-27,82,66,1734389
1964,NL,PHI,PHI11,1964-04-14,1964-09-27,81,73,1425972
1964,NL,PIT,PIT06,1964-04-14,1964-09-27,81,70,759498
1964,NL,SFN,SFO02,1964-04-14,1964-10-04,81,76,1503544
1964,NL,SLN,STL07,1964-04-22,1964-10-04,81,76,1142667
1964,AL,WS2,WAS10,1964-04-13,1964-09-27,81,70,595271
1965,AL,BAL,BAL11,1965-04-13,1965-09-30,79,68,784803
1965,AL,BOS,BOS07,1965-04-17,1965-10-03,81,72,651761
1965,AL,CAL,LOS03,1965-04-13,1965-09-22,80,69,570253
1965,AL,CHA,CHI10,1965-04-15,1965-10-03,81,67,1133319
1965,NL,CHN,CHI11,1965-04-12,1965-09-26,83,70,632788
1965,NL,CIN,CIN07,1965-04-12,1965-09-22,81,73,1048449
1965,AL,CLE,CLE07,1965-04-21,1965-10-03,82,72,962727
1965,AL,DET,DET04,1965-04-21,1965-09-26,81,67,1029735
1965,NL,HOU,HOU02,1965-04-12,1965-10-03,81,80,2151470
1965,AL,KC1,KAN05,1965-04-12,1965-09-26,81,70,523276
1965,NL,LAN,LOS03,1965-04-20,1965-10-03,81,78,2560648
1965,AL,MIN,MIN02,1965-04-12,1965-10-03,81,77,1463288
1965,NL,ML1,MIL05,1965-04-15,1965-09-22,81,73,555668
1965,AL,NYA,NYC16,1965-04-21,1965-09-26,83,69,1304296
1965,NL,NYN,NYC17,1965-04-12,1965-10-03,82,68,1755366
1965,NL,PHI,PHI11,1965-04-14,1965-09-29,80,73,1166099
1965,NL,PIT,PIT06,1965-04-12,1965-10-03,82,73,916743
1965,NL,SFN,SFO02,1965-04-20,1965-10-03,81,76,1546066
1965,NL,SLN,STL07,1965-04-15,1965-09-22,81,75,1234891
1965,AL,WS2,WAS10,1965-04-12,1965-10-03,81,67,562913
1966,NL,ATL,ATL01,1966-04-12,1966-09-28,82,76,1539796
1966,AL,BAL,BAL11,1966-04-15,1966-10-02,79,67,1203424
1966,AL,BOS,BOS07,1966-04-12,1966-09-18,81,68,815197
1966,AL,CAL,ANA01,1966-04-19,1966-10-02,81,77,1407756
1966,AL,CHA,CHI10,1966-04-12,1966-10-02,81,68,973770
1966,NL,CHN,CHI11,1966-04-19,1966-09-25,81,70,635890
1966,NL,CIN,CIN07,1966-04-22,1966-10-02,79,69,745156
1966,AL,CLE,CLE07,1966-04-15,1966-09-21,81,71,920251
1966,AL,DET,DET04,1966-04-15,1966-10-02,81,70,1124294
1966,NL,HOU,HOU02,1966-04-18,1966-09-25,81,80,1878398
1966,AL,KC1,KAN05,1966-04-19,1966-09-25,81,70,773599
1966,NL,LAN,LOS03,1966-04-12,1966-09-21,81,78,2617056
1966,AL,MIN,MIN02,1966-04-12,1966-09-28,81,77,1259556
1966,AL,NYA,NYC16,1966-04-12,1966-09-25,82,69,1224803
1966,NL,NYN,NYC17,1966-04-15,1966-10-02,81,69,1933834
1966,NL,PHI,PHI11,1966-04-15,1966-10-02,81,74,1108191
1966,NL,PIT,PIT06,1966-04-15,1966-10-02,81,75,1196618
1966,NL,SFN,SFO02,1966-04-12,1966-09-21,81,77,1657192
1966,NL,SLN,STL07,1966-04-13,1966-05-08,10,10,122157
1966,NL,SLN,STL09,1966-05-12,1966-10-02,71,66,1590563
1966,AL,WS2,WAS10,1966-04-11,1966-09-26,78,66,589817
1967,NL,ATL,ATL01,1967-04-13,1967-10-01,81,80,1379214
1967,AL,BAL,BAL11,1967-04-11,1967-09-26,77,64,854902
1967,AL,BOS,BOS07,1967-04-12,1967-10-01,81,72,1694362
1967,AL,CAL,ANA01,1967-04-11,1967-09-20,83,75,1318067
1967,AL,CHA,CHI10,1967-04-15,1967-10-01,82,62,986471
1967,NL,CHN,CHI11,1967-04-11,1967-09-26,84,69,977226
1967,NL,CIN,CIN07,1967-04-10,1967-10-01,81,73,957700
1967,AL,CLE,CLE07,1967-04-19,1967-10-01,81,72,666463
1967,AL,DET,DET04,1967-04-18,1967-10-01,82,67,1458411
1967,NL,HOU,HOU02,1967-04-11,1967-09-27,81,80,1348285
1967,AL,KC1,KAN05,1967-04-11,1967-09-27,81,68,660747
1967,NL,LAN,LOS03,1967-04-18,1967-10-01,81,77,1665034
1967,AL,MIN,MIN02,1967-04-14,1967-09-27,81,76,1481259
1967,AL,NYA,NYC16,1967-04-14,1967-10-01,82,69,1142656
1967,NL,NYN,NYC17,1967-04-11,1967-09-24,78,67,1565500
1967,NL,PHI,PHI11,1967-04-14,1967-09-20,80,71,825512
1967,NL,PIT,PIT06,1967-04-14,1967-10-01,81,75,909012
1967,NL,SFN,SFO02,1967-04-18,1967-10-01,82,74,1242500
1967,NL,SLN,STL09,1967-04-11,1967-09-24,81,75,2089645
1967,AL,WS2,WAS10,1967-04-10,1967-09-24,80,69,765788
1968,NL,ATL,ATL01,1968-04-12,1968-09-29,81,80,1146398
1968,AL,BAL,BAL11,1968-04-10,1968-09-27,80,71,876084
1968,AL,BOS,BOS07,1968-04-16,1968-09-29,81,76,1882655
1968,AL,CAL,ANA01,1968-04-17,1968-09-29,81,80,1025956
1968,AL,CHA,CHI10,1968-04-10,1968-09-22,72,58,537050
1968,AL,CHA,MIL05,1968-05-15,1968-08-26,9,9,264297
1968,NL,CHN,CHI11,1968-04-13,1968-09-29,82,71,1043409
1968,NL,CIN,CIN07,1968-04-10,1968-09-29,82,75,733354
1968,AL,CLE,CLE07,1968-04-11,1968-09-22,81,73,856815
1968,AL,DET,DET04,1968-04-10,1968-09-29,81,73,2032257
1968,NL,HOU,HOU02,1968-04-10,1968-09-25,81,81,1326718
1968,NL,LAN,LOS03,1968-04-10,1968-09-22,81,78,1581093
1968,AL,MIN,MIN02,1968-04-17,1968-09-22,81,76,1141103
1968,AL,NYA,NYC16,1968-04-10,1968-09-25,82,64,1124049
1968,NL,NYN,NYC17,1968-04-17,1968-09-29,82,69,1781657
1968,AL,OAK,OAK01,1968-04-17,1968-09-29,83,78,857017
1968,NL,PHI,PHI11,1968-04-17,1968-09-22,81,69,668040
1968,NL,PIT,PIT06,1968-04-17,1968-09-25,81,70,693386
1968,NL,SFN,SFO02,1968-04-10,1968-09-22,81,75,837224
1968,NL,SLN,STL09,1968-04-10,1968-09-29,81,76,2011567
1968,AL,WS2,WAS10,1968-04-10,1968-09-25,81,71,541282
1969,NL,ATL,ATL01,1969-04-07,1969-10-02,81,74,1501047
1969,AL,BAL,BAL11,1969-04-08,1969-10-01,81,73,1012368
1969,AL,BOS,BOS07,1969-04-14,1969-09-28,81,76,1837449
1969,AL,CAL,ANA01,1969-04-08,1969-09-24,81,77,758728
1969,AL,CHA,CHI10,1969-04-16,1969-09-28,70,59,394865
1969,AL,CHA,MIL05,1969-04-23,1969-09-26,11,11,198211
1969,NL,CHN,CHI11,1969-04-08,1969-10-02,82,76,1674953
1969,NL,CIN,CIN07,1969-04-07,1969-09-28,81,73,987991
1969,AL,CLE,CLE07,1969-04-11,1969-09-25,81,72,628942
1969,AL,DET,DET04,1969-04-08,1969-09-25,81,77,1584063
1969,NL,HOU,HOU02,1969-04-11,1969-09-24,81,80,1442995
1969,AL,KCA,KAN05,1969-04-08,1969-10-02,82,73,902380
1969,NL,LAN,LOS03,1969-04-15,1969-10-02,81,78,1794527
1969,AL,MIN,MIN02,1969-04-18,1969-10-02,81,78,1319387
1969,NL,MON,MON01,1969-04-14,1969-09-28,81,72,1213277
1969,AL,NYA,NYC16,1969-04-15,1969-10-01,80,67,1077387
1969,NL,NYN,NYC17,1969-04-08,1969-09-24,82,70,2192091
1969,AL,OAK,OAK01,1969-04-08,1969-09-28,81,72,778395
1969,NL,PHI,PHI11,1969-04-14,1969-09-28,81,71,519401
1969,NL,PIT,PIT06,1969-04-11,1969-10-02,81,70,769349
1969,NL,SDN,SAN01,1969-04-08,1969-09-24,81,75,626847
1969,AL,SE1,SEA01,1969-04-11,1969-10-02,82,74,668215
1969,NL,SFN,SFO02,1969-04-17,1969-10-02,81,74,873603
1969,NL,SLN,STL09,1969-04-08,1969-10-02,80,76,1682673
1969,AL,WS2,WAS10,1969-04-07,1969-10-01,81,75,914227
1970,NL,ATL,ATL01,1970-04-13,1970-09-27,81,74,1078800
1970,AL,BAL,BAL11,1970-04-10,1970-10-01,81,75,1027904
1970,AL,BOS,BOS07,1970-04-14,1970-09-30,81,77,1594593
1970,AL,CAL,ANA01,1970-04-14,1970-10-01,81,80,1098557
1970,AL,CHA,CHI10,1970-04-07,1970-09-27,84,69,494411
1970,NL,CHN,CHI11,1970-04-14,1970-09-17,80,72,1642523
1970,NL,CIN,CIN07,1970-04-06,1970-06-24,36,34,566928
1970,NL,CIN,CIN08,1970-06-30,1970-10-01,45,43,1245302
1970,AL,CLE,CLE07,1970-04-07,1970-09-27,81,72,728209
1970,AL,DET,DET04,1970-04-14,1970-10-01,81,75,1481364
1970,NL,HOU,HOU02,1970-04-10,1970-10-01,81,80,1247444
1970,AL,KCA,KAN05,1970-04-07,1970-09-27,79,72,692986
1970,NL,LAN,LOS03,1970-04-07,1970-09-23,81,78,1697141
1970,AL,ML4,MIL05,1970-04-07,1970-09-24,81,73,935496
1970,AL,MIN,MIN02,1970-04-11,1970-10-01,81,77,1251837
1970,NL,MON,MON01,1970-04-08,1970-09-27,80,74,1424449
1970,AL,NYA,NYC16,1970-04-07,1970-09-27,81,69,1136873
1970,NL,NYN,NYC17,1970-04-14,1970-10-01,82,74,2697456
1970,AL,OAK,OAK01,1970-04-13,1970-10-01,81,77,778436
1970,NL,PHI,PHI11,1970-04-07,1970-10-01,80,73,708247
1970,NL,PIT,PIT06,1970-04-07,1970-06-28,42,40,386907
1970,NL,PIT,PIT07,1970-07-16,1970-09-27,40,36,955100
1970,NL,SDN,SAN01,1970-04-07,1970-10-01,81,73,633369
1970,NL,SFN,SFO02,1970-04-07,1970-09-27,81,72,740404
1970,NL,SLN,STL09,1970-04-10,1970-10-01,81,75,1627777
1970,AL,WS2,WAS10,1970-04-06,1970-09-27,81,79,824750
1971,NL,ATL,ATL01,1971-04-09,1971-09-30,82,76,1006320
1971,AL,BAL,BAL11,1971-04-07,1971-09-29,77,64,1033035
1971,AL,BOS,BOS07,1971-04-06,1971-09-26,80,77,1682829
1971,AL,CAL,ANA01,1971-04-06,1971-09-26,81,79,926253
1971,AL,CHA,CHI10,1971-04-09,1971-09-30,81,69,832388
1971,NL,CHN,CHI11,1971-04-06,1971-09-26,81,77,1653007
1971,NL,CIN,CIN08,1971-04-05,1971-09-26,81,76,1501125
1971,AL,CLE,CLE07,1971-04-08,1971-09-29,81,72,591298
1971,AL,DET,DET04,1971-04-06,1971-09-26,81,77,1591037
1971,NL,HOU,HOU02,1971-04-05,1971-09-23,81,79,1260897
1971,AL,KCA,KAN05,1971-04-12,1971-09-26,81,72,910784
1971,NL,LAN,LOS03,1971-04-09,1971-09-30,81,78,2064549
1971,AL,ML4,MIL05,1971-04-10,1971-09-19,82,75,731533
1971,AL,MIN,MIN02,1971-04-06,1971-09-30,79,75,940848
1971,NL,MON,MON01,1971-04-13,1971-09-30,80,72,1293053
1971,AL,NYA,NYC16,1971-04-13,1971-09-22,81,70,1074518
1971,NL,NYN,NYC17,1971-04-06,1971-09-30,81,74,2266660
1971,AL,OAK,OAK01,1971-04-07,1971-09-29,81,73,907835
1971,NL,PHI,PHI12,1971-04-10,1971-09-30,81,75,1511073
1971,NL,PIT,PIT07,1971-04-06,1971-09-19,80,76,1501132
1971,NL,SDN,SAN01,1971-04-06,1971-09-30,81,69,549075
1971,NL,SFN,SFO02,1971-04-12,1971-09-19,81,72,1119834
1971,NL,SLN,STL09,1971-04-10,1971-09-26,82,79,1604431
1971,AL,WS2,WAS10,1971-04-05,1971-09-30,81,77,655156
1972,NL,ATL,ATL01,1972-04-17,1972-10-04,78,68,752970
1972,AL,BAL,BAL11,1972-04-16,1972-10-01,77,69,899948
1972,AL,BOS,BOS07,1972-04-17,1972-09-28,78,75,1434336
1972,AL,CAL,ANA01,1972-04-15,1972-10-04,80,79,744140
1972,AL,CHA,CHI10,1972-04-18,1972-09-27,78,66,1198654
1972,NL,CHN,CHI11,1972-04-15,1972-10-04,77,74,1299163
1972,NL,CIN,CIN08,1972-04-15,1972-10-04,76,71,1612695
1972,AL,CLE,CLE07,1972-04-15,1972-10-03,77,65,759774
1972,AL,DET,DET04,1972-04-15,1972-10-04,78,74,1901845
1972,NL,HOU,HOU02,1972-04-15,1972-09-27,77,76,1464244
1972,AL,KCA,KAN05,1972-04-15,1972-10-04,77,69,706756
1972,NL,LAN,LOS03,1972-04-21,1972-09-27,75,73,1860498
1972,AL,ML4,MIL05,1972-04-22,1972-09-24,79,68,600419
1972,AL,MIN,MIN02,1972-04-23,1972-10-04,74,69,807571
1972,NL,MON,MON01,1972-04-18,1972-10-04,78,72,1142244
1972,AL,NYA,NYC16,1972-04-18,1972-10-04,77,62,967715
1972,NL,NYN,NYC17,1972-04-15,1972-09-24,78,72,2134194
1972,AL,OAK,OAK01,1972-04-15,1972-09-28,77,70,927544
1972,NL,PHI,PHI12,1972-04-17,1972-09-28,79,72,1343323
1972,NL,PIT,PIT07,1972-04-18,1972-10-04,78,70,1427460
1972,NL,SDN,SAN01,1972-04-15,1972-10-01,80,70,643273
1972,NL,SFN,SFO02,1972-04-21,1972-10-04,77,69,645578
1972,NL,SLN,STL09,1972-04-15,1972-09-27,77,72,1196894
1972,AL,TEX,ARL01,1972-04-21,1972-10-01,77,75,667287
1973,NL,ATL,ATL01,1973-04-06,1973-09-30,81,68,802848
1973,AL,BAL,BAL11,1973-04-06,1973-09-29,81,72,960307
1973,AL,BOS,BOS07,1973-04-06,1973-09-30,81,77,1483301
1973,AL,CAL,ANA01,1973-04-06,1973-09-30,81,80,1057631
1973,AL,CHA,CHI10,1973-04-11,1973-09-27,81,75,1315260
1973,NL,CHN,CHI11,1973-04-06,1973-10-01,80,73,1351971
1973,NL,CIN,CIN08,1973-04-05,1973-09-30,81,75,2017821
1973,AL,CLE,CLE07,1973-04-07,1973-09-26,81,68,605066
1973,AL,DET,DET04,1973-04-11,1973-09-24,81,78,1724146
1973,NL,HOU,HOU02,1973-04-09,1973-09-26,81,80,1393998
1973,AL,KCA,KAN06,1973-04-10,1973-09-23,81,74,1345441
1973,NL,LAN,LOS03,1973-04-11,1973-09-23,81,80,2139452
1973,AL,ML4,MIL05,1973-04-13,1973-09-27,81,73,1092244
1973,AL,MIN,MIN02,1973-04-13,1973-09-23,81,76,907499
1973,NL,MON,MON01,1973-04-14,1973-09-24,81,73,1246863
1973,AL,NYA,NYC16,1973-04-09,1973-09-30,81,72,1262039
1973,NL,NYN,NYC17,1973-04-06,1973-09-26,81,73,1914695
1973,AL,OAK,OAK01,1973-04-06,1973-09-30,81,79,1000045
1973,NL,PHI,PHI12,1973-04-10,1973-09-23,81,75,1475932
1973,NL,PIT,PIT07,1973-04-06,1973-10-01,81,72,1318558
1973,NL,SDN,SAN01,1973-04-06,1973-09-29,81,75,612005
1973,NL,SFN,SFO02,1973-04-09,1973-09-23,81,74,834415
1973,NL,SLN,STL09,1973-04-11,1973-09-30,81,79,1573906
1973,AL,TEX,ARL01,1973-04-07,1973-09-30,81,74,686162
1974,NL,ATL,ATL01,1974-04-08,1974-10-02,81,75,981083
1974,AL,BAL,BAL11,1974-04-05,1974-09-29,81,74,962620
1974,AL,BOS,BOS07,1974-04-11,1974-10-02,81,78,1558391
1974,AL,CAL,ANA01,1974-04-09,1974-10-02,81,78,917020
1974,AL,CHA,CHI10,1974-04-05,1974-10-02,82,76,1166453
1974,NL,CHN,CHI11,1974-04-09,1974-09-29,81,74,1015378
1974,NL,CIN,CIN08,1974-04-04,1974-09-29,82,75,2157247
1974,AL,CLE,CLE07,1974-04-10,1974-09-29,81,73,1111450
1974,AL,DET,DET04,1974-04-09,1974-10-02,81,75,1245346
1974,NL,HOU,HOU02,1974-04-12,1974-10-02,81,80,1093105
1974,AL,KCA,KAN06,1974-04-05,1974-09-29,81,78,1174292
1974,NL,LAN,LOS03,1974-04-05,1974-09-25,81,80,2629474
1974,AL,ML4,MIL05,1974-04-05,1974-10-02,81,73,955760
1974,AL,MIN,MIN02,1974-04-09,1974-10-02,82,77,667511
1974,NL,MON,MON01,1974-04-16,1974-10-01,80,70,1019132
1974,AL,NYA,NYC17,1974-04-06,1974-09-25,81,72,1290480
1974,NL,NYN,NYC17,1974-04-10,1974-10-02,81,71,1727328
1974,AL,OAK,OAK01,1974-04-13,1974-09-29,81,76,836662
1974,NL,PHI,PHI12,1974-04-06,1974-09-25,81,77,1809228
1974,NL,PIT,PIT07,1974-04-10,1974-10-02,81,72,1110737
1974,NL,SDN,SAN01,1974-04-09,1974-09-28,81,76,1075471
1974,NL,SFN,SFO02,1974-04-05,1974-10-02,81,74,519991
1974,NL,SLN,STL09,1974-04-05,1974-09-25,81,76,1838413
1974,AL,TEX,ARL01,1974-04-04,1974-09-26,80,76,1193867
1975,NL,ATL,ATL01,1975-04-15,1975-09-24,80,73,534552
1975,AL,BAL,BAL11,1975-04-11,1975-09-24,77,68,1002125
1975,AL,BOS,BOS07,1975-04-08,1975-09-28,81,77,1748518
1975,AL,CAL,ANA01,1975-04-07,1975-09-23,81,76,1058103
1975,AL,CHA,CHI10,1975-04-15,1975-09-21,81,74,770802
1975,NL,CHN,CHI11,1975-04-10,1975-09-28,81,76,1034819
1975,NL,CIN,CIN08,1975-04-07,1975-09-28,81,75,2315603
1975,AL,CLE,CLE07,1975-04-08,1975-09-24,80,69,977056
1975,AL,DET,DET04,1975-04-10,1975-09-21,80,74,1063154
1975,NL,HOU,HOU02,1975-04-07,1975-09-24,81,79,857444
1975,AL,KCA,KAN06,1975-04-11,1975-09-25,81,77,1151805
1975,NL,LAN,LOS03,1975-04-14,1975-09-28,81,80,2552103
1975,AL,ML4,MIL05,1975-04-11,1975-09-28,81,73,1213363
1975,AL,MIN,MIN02,1975-04-15,1975-09-28,82,73,737156
1975,NL,MON,MON01,1975-04-18,1975-09-24,81,73,913202
1975,AL,NYA,NYC17,1975-04-11,1975-09-28,78,68,1288046
1975,NL,NYN,NYC17,1975-04-08,1975-09-21,81,76,1730766
1975,AL,OAK,OAK01,1975-04-08,1975-09-28,81,77,1077597
1975,NL,PHI,PHI12,1975-04-11,1975-09-28,81,74,1908969
1975,NL,PIT,PIT07,1975-04-11,1975-09-24,80,73,1270013
1975,NL,SDN,SAN01,1975-04-10,1975-09-28,81,77,1281747
1975,NL,SFN,SFO02,1975-04-11,1975-09-21,81,74,522902
1975,NL,SLN,STL09,1975-04-07,1975-09-28,82,78,1695034
1975,AL,TEX,ARL01,1975-04-08,1975-09-28,80,76,1127663
1976,NL,ATL,ATL01,1976-04-13,1976-09-29,81,71,817947
1976,AL,BAL,BAL11,1976-04-09,1976-09-29,81,74,1058792
1976,AL,BOS,BOS07,1976-04-13,1976-10-03,81,79,1895885
1976,AL,CAL,ANA01,1976-04-09,1976-09-30,81,78,1006774
1976,AL,CHA,CHI10,1976-04-09,1976-09-25,80,68,914942
1976,NL,CHN,CHI11,1976-04-13,1976-10-03,81,77,1026785
1976,NL,CIN,CIN08,1976-04-08,1976-10-03,81,75,2629708
1976,AL,CLE,CLE07,1976-04-10,1976-09-30,79,68,949821
1976,AL,DET,DET04,1976-04-13,1976-09-25,80,74,1471533
1976,NL,HOU,HOU02,1976-04-12,1976-10-02,82,75,886622
1976,AL,KCA,KAN06,1976-04-13,1976-10-03,81,78,1679160
1976,NL,LAN,LOS03,1976-04-13,1976-10-03,81,79,2386301
1976,AL,ML4,MIL05,1976-04-08,1976-10-03,81,75,1011399
1976,AL,MIN,MIN02,1976-04-13,1976-09-29,81,75,715394
1976,NL,MON,MON01,1976-04-14,1976-09-26,80,67,646698
1976,AL,NYA,NYC16,1976-04-15,1976-10-02,80,74,2017932
1976,NL,NYN,NYC17,1976-04-09,1976-09-29,82,76,1470364
1976,AL,OAK,OAK01,1976-04-17,1976-10-03,81,79,780945
1976,NL,PHI,PHI12,1976-04-10,1976-10-03,81,78,2480016
1976,NL,PIT,PIT07,1976-04-13,1976-10-03,81,73,1025952
1976,NL,SDN,SAN01,1976-04-09,1976-09-29,80,77,1458478
1976,NL,SFN,SFO02,1976-04-09,1976-09-26,81,73,626868
1976,NL,SLN,STL09,1976-04-09,1976-09-29,81,79,1200323
1976,AL,TEX,ARL01,1976-04-09,1976-10-03,81,77,1161682
1977,NL,ATL,ATL01,1977-04-15,1977-09-28,81,80,871526
1977,AL,BAL,BAL11,1977-04-07,1977-09-29,81,77,1209440
1977,AL,BOS,BOS07,1977-04-07,1977-10-01,80,74,2074549
1977,AL,CAL,ANA01,1977-04-15,1977-09-25,81,76,1435133
1977,AL,CHA,CHI10,1977-04-12,1977-10-02,81,74,1656135
1977,NL,CHN,CHI11,1977-04-07,1977-09-28,81,75,1440753
1977,NL,CIN,CIN08,1977-04-06,1977-10-02,81,76,2526031
1977,AL,CLE,CLE07,1977-04-16,1977-09-25,81,70,897583
1977,AL,DET,DET04,1977-04-07,1977-09-25,81,75,1359856
1977,NL,HOU,HOU02,1977-04-08,1977-09-25,81,77,1099580
1977,AL,KCA,KAN06,1977-04-11,1977-10-02,81,76,1852643
1977,NL,LAN,LOS03,1977-04-07,1977-10-02,81,79,2945087
1977,AL,ML4,MIL05,1977-04-12,1977-10-02,81,75,1115438
1977,AL,MIN,MIN02,1977-04-15,1977-09-28,80,77,1162727
1977,NL,MON,MON02,1977-04-15,1977-09-25,81,77,1410757
1977,AL,NYA,NYC16,1977-04-07,1977-10-02,81,75,2113306
1977,NL,NYN,NYC17,1977-04-12,1977-09-23,79,70,1062782
1977,AL,OAK,OAK01,1977-04-09,1977-09-28,81,72,495578
1977,NL,PHI,PHI12,1977-04-09,1977-10-02,81,79,2699750
1977,NL,PIT,PIT07,1977-04-07,1977-10-02,81,73,1237359
1977,NL,SDN,SAN01,1977-04-12,1977-09-25,81,79,1375269
1977,AL,SEA,SEA02,1977-04-06,1977-09-25,81,76,1350601
1977,NL,SFN,SFO02,1977-04-15,1977-10-02,81,74,696654
1977,NL,SLN,STL09,1977-04-15,1977-10-02,83,79,1658282
1977,AL,TEX,ARL01,1977-04-11,1977-10-02,81,75,1250721
1977,AL,TOR,TOR01,1977-04-07,1977-10-02,80,72,1700370
1978,NL,ATL,ATL01,1978-04-07,1978-09-28,81,75,905178
1978,AL,BAL,BAL11,1978-04-14,1978-09-28,81,73,1051722
1978,AL,BOS,BOS07,1978-04-14,1978-10-02,82,77,2320210
1978,AL,CAL,ANA01,1978-04-07,1978-10-01,81,77,1755386
1978,AL,CHA,CHI10,1978-04-07,1978-09-26,80,76,1491100
1978,NL,CHN,CHI11,1978-04-14,1978-10-01,82,75,1524311
1978,NL,CIN,CIN08,1978-04-06,1978-10-01,80,75,2532497
1978,AL,CLE,CLE07,1978-04-08,1978-09-24,78,70,807123
1978,AL,DET,DET04,1978-04-07,1978-10-01,81,76,1714843
1978,NL,HOU,HOU02,1978-04-10,1978-10-01,81,78,1128233
1978,AL,KCA,KAN06,1978-04-10,1978-10-01,81,80,2255493
1978,NL,LAN,LOS03,1978-04-14,1978-09-24,81,80,3347803
1978,AL,ML4,MIL05,1978-04-07,1978-09-24,81,75,1599412
1978,AL,MIN,MIN02,1978-04-14,1978-09-24,81,73,787880
1978,NL,MON,MON02,1978-04-14,1978-09-24,80,76,1427181
1978,AL,NYA,NYC16,1978-04-13,1978-10-01,81,76,2382055
1978,NL,NYN,NYC17,1978-04-07,1978-09-26,80,73,1007867
1978,AL,OAK,OAK01,1978-04-10,1978-10-01,80,72,527017
1978,NL,PHI,PHI12,1978-04-07,1978-09-27,82,77,2582409
1978,NL,PIT,PIT07,1978-04-07,1978-10-01,81,70,964106
1978,NL,SDN,SAN01,1978-04-14,1978-10-01,81,78,1669349
1978,AL,SEA,SEA02,1978-04-05,1978-10-01,81,78,877530
1978,NL,SFN,SFO02,1978-04-07,1978-09-27,81,74,1738855
1978,NL,SLN,STL09,1978-04-10,1978-10-01,81,78,1278221
1978,AL,TEX,ARL01,1978-04-08,1978-09-27,82,75,1447963
1978,AL,TOR,TOR01,1978-04-14,1978-09-24,81,73,1562509
1979,NL,ATL,ATL01,1979-04-09,1979-09-26,79,75,768737
1979,AL,BAL,BAL11,1979-04-06,1979-09-26,79,72,1680427
1979,AL,BOS,BOS07,1979-04-05,1979-09-27,80,79,2353125
1979,AL,CAL,ANA01,1979-04-10,1979-09-26,81,81,2523575
1979,AL,CHA,CHI10,1979-04-10,1979-09-30,79,73,1280702
1979,NL,CHN,CHI11,1979-04-05,1979-09-26,81,76,1656343
1979,NL,CIN,CIN08,1979-04-04,1979-09-30,80,77,2356933
1979,AL,CLE,CLE07,1979-04-07,1979-09-30,81,74,1011744
1979,AL,DET,DET04,1979-04-07,1979-09-30,80,75,1630939
1979,NL,HOU,HOU02,1979-04-06,1979-09-23,81,77,1915449
1979,AL,KCA,KAN06,1979-04-05,1979-09-30,81,79,2261845
1979,NL,LAN,LOS03,1979-04-05,1979-09-30,81,81,2860954
1979,AL,ML4,MIL05,1979-04-10,1979-09-27,81,76,1918893
1979,AL,MIN,MIN02,1979-04-17,1979-09-30,81,75,1070621
1979,NL,MON,MON02,1979-04-14,1979-09-30,81,72,2102153
1979,AL,NYA,NYC16,1979-04-05,1979-09-30,81,79,2543848
1979,NL,NYN,NYC17,1979-04-10,1979-09-23,82,69,788764
1979,AL,OAK,OAK01,1979-04-06,1979-09-23,81,77,306763
1979,NL,PHI,PHI12,1979-04-10,1979-09-26,81,77,2774849
1979,NL,PIT,PIT07,1979-04-06,1979-09-30,81,74,1435427
1979,NL,SDN,SAN01,1979-04-13,1979-09-23,81,77,1457147
1979,AL,SEA,SEA02,1979-04-04,1979-09-23,81,80,844450
1979,NL,SFN,SFO02,1979-04-10,1979-09-30,81,77,1456430
1979,NL,SLN,STL09,1979-04-06,1979-09-30,82,77,1628406
1979,AL,TEX,ARL01,1979-04-10,1979-09-30,81,78,1519672
1979,AL,TOR,TOR01,1979-04-13,1979-09-23,81,77,1431659
1980,NL,ATL,ATL01,1980-04-17,1980-09-27,80,77,1048352
1980,AL,BAL,BAL11,1980-04-15,1980-10-05,81,80,1805020
1980,AL,BOS,BOS07,1980-04-14,1980-10-05,81,79,1956110
1980,AL,CAL,ANA01,1980-04-11,1980-10-01,81,81,2297327
1980,AL,CHA,CHI10,1980-04-10,1980-10-05,81,75,1212860
1980,NL,CHN,CHI11,1980-04-17,1980-09-28,81,76,1204582
1980,NL,CIN,CIN08,1980-04-09,1980-10-05,82,76,2031596
1980,AL,CLE,CLE07,1980-04-19,1980-10-01,79,72,1036352
